cycle_id,days_from_halving,date,btc_close,eth_close,xrp_close,sol_close,mstr_close,wgmi_close,spx_close,ndx_close,dxy_close,tlt_close,btc_log_return_w7d,eth_log_return_w7d,xrp_log_return_w7d,sol_log_return_w7d,mstr_log_return_w7d,wgmi_log_return_w7d,spx_log_return_w7d,ndx_log_return_w7d,dxy_log_return_w7d,tlt_log_return_w7d
C1,-1500,2008-10-20,,,,,4.215000152587891,,985.4000244140624,1352.760009765625,83.0999984741211,94.62000274658205,,,,,,,,,,
C1,-1499,2008-10-21,,,,,4.124000072479248,,955.0499877929688,1283.4300537109375,83.98999786376953,95.12000274658205,,,,,,,,,,
C1,-1498,2008-10-22,,,,,4.013000011444092,,896.780029296875,1237.0899658203125,85.37000274658203,97.0500030517578,,,,,,,,,,
C1,-1497,2008-10-23,,,,,4.059999942779541,,908.1099853515624,1239.1600341796875,85.36000061035156,97.7699966430664,,,,,,,,,,
C1,-1496,2008-10-24,,,,,4.057000160217285,,876.77001953125,1202.27001953125,86.44000244140625,96.7300033569336,,,,,,,,,,
C1,-1495,2008-10-25,,,,,4.057000160217285,,876.77001953125,1202.27001953125,86.44000244140625,96.7300033569336,,,,,,,,,,
C1,-1494,2008-10-26,,,,,4.057000160217285,,876.77001953125,1202.27001953125,86.44000244140625,96.7300033569336,,,,,,,,,,
C1,-1493,2008-10-27,,,,,3.867000102996826,,848.9199829101562,1169.780029296875,86.93000030517578,96.8000030517578,,,,,-0.0861705883950046,,-0.14908274164948818,-0.14533123509558124,0.04505851710212323,0.02277812657845272
C1,-1492,2008-10-28,,,,,4.2179999351501465,,940.510009765625,1297.5699462890625,87.02999877929688,95.38999938964844,,,,,0.02253748295233158,,-0.01534139063948169,0.010957019793170961,0.03555515407199607,0.0028344635011885
C1,-1491,2008-10-29,,,,,4.192999839782715,,930.0900268554688,1302.1199951171875,85.06999969482422,94.91000366210938,,,,,0.04387733584143343,,0.03647078187085355,0.051231881884114816,-0.00352033979445456,-0.022297228332756366
C1,-1490,2008-10-30,,,,,4.355000019073486,,954.0900268554688,1333.93994140625,84.55999755859375,94.0500030517578,,,,,0.07014165516420938,,0.04939253426140859,0.0737031667524515,-0.009416301453719956,-0.03879115898728507
C1,-1489,2008-10-31,,,,,3.937000036239624,,968.75,1334.780029296875,85.62999725341797,92.83000183105467,,,,,-0.030024802549392517,,0.09976185811126408,0.1045550534558108,-0.009414902919523033,-0.04115374376195999
C1,-1488,2008-11-01,,,,,3.937000036239624,,968.75,1334.780029296875,85.62999725341797,92.83000183105467,,,,,-0.030024802549392517,,0.09976185811126408,0.1045550534558108,-0.009414902919523033,-0.04115374376195999
C1,-1487,2008-11-02,,,,,3.937000036239624,,968.75,1334.780029296875,85.62999725341797,92.83000183105467,,,,,-0.030024802549392517,,0.09976185811126408,0.1045550534558108,-0.009414902919523033,-0.04115374376195999
C1,-1486,2008-11-03,,,,,3.9059998989105225,,966.2999877929688,1334.75,86.3499984741211,92.70999908447266,,,,,0.010034767313950565,,0.12950939913634457,0.1319282864123993,-0.006694413679739385,-0.04317069406523696
C1,-1485,2008-11-04,,,,,4.047999858856201,,1005.75,1378.4000244140625,84.77999877929688,94.4499969482422,,,,,-0.04113816956440782,,0.06706651911979779,0.06043018083062466,-0.026193221249177414,-0.009903183121941841
C1,-1484,2008-11-05,,,,,3.7899999618530273,,952.77001953125,1299.97998046875,84.61000061035156,95.56999969482422,,,,,-0.10105042094879717,,0.024092167366150448,-0.0016448369785928168,-0.005421973250329688,0.006929847357396917
C1,-1483,2008-11-06,,,,,3.733999967575073,,904.8800048828124,1241.969970703125,85.88999938964844,94.87999725341795,,,,,-0.1538445782483084,,-0.052955691149742495,-0.07143812000418952,0.01560608798183201,0.008786318106171368
C1,-1482,2008-11-07,,,,,3.753999948501587,,930.989990234375,1271.6199951171875,85.91000366210938,94.26000213623048,,,,,-0.047597096720443696,,-0.039758055076242624,-0.04847483190613172,0.00326462231413852,0.015287061022098324
C1,-1481,2008-11-08,,,,,3.753999948501587,,930.989990234375,1271.6199951171875,85.91000366210938,94.26000213623048,,,,,-0.047597096720443696,,-0.039758055076242624,-0.04847483190613172,0.00326462231413852,0.015287061022098324
